date,apple_driving,apple_walking,apple,google_retail,google_grocery,google_workplaces,google_residential,google,telco,applegoogle
2020-03-16,-0.8167000367044207,-0.6066731819609528,-0.7137512728201956,-1.5050720174794887,-1.293025868958065,-4.292445225811316,2.430560477649167,-2.5882290107114447,-0.8711489017186937,-1.6509901417658202
2020-03-17,-0.8187830300647159,-0.6063481929790533,-0.7146192314008444,-1.5905127870307258,-1.5165118216174833,-4.403361123119102,2.5863656364728316,-2.7284405383780967,-0.9349064590711971,-1.7215298848894705
2020-03-18,-0.8213659418314813,-0.5988463639802056,-0.7120842412605366,-1.6759535565819634,-1.708071209611271,-4.492093840965331,2.6798487317670308,-2.85349406305376,-0.9913337227799258,-1.7827891521571484
2020-03-19,-0.8023968156303957,-0.5542957910448115,-0.6800111051375143,-1.6628088228048499,-1.708071209611271,-4.514277020426888,2.6798487317670308,-2.85349406305376,-0.9525546859723532,-1.766752584095637
2020-03-20,-0.8028134143024547,-0.5680807403603834,-0.6872303161892599,-1.728532491690417,-1.8357774682737957,-4.5697349690807805,2.742170795296496,-2.9406525802519488,-0.9967683744902561,-1.8139414482206044
2020-03-21,-0.78526072358637,-0.5339839796760905,-0.6611777816494682,-1.7876837936874272,-2.0592634209332146,-4.6030097382731165,2.7733318270612295,-3.0391795996933806,-1.0211874711899467,-1.8501786906714244
2020-03-22,-0.7520161495560636,-0.4822836491389067,-0.6183860459114499,-1.7613943261332006,-2.0592634209332146,-4.6030097382731165,2.742170795296496,-3.024021596702391,-0.9672093095048788,-1.8212038213069204
2020-03-23,-0.7266869502948777,-0.4171504406832088,-0.5726873377842739,-1.728532491690417,-1.9954102916019516,-4.591918148542338,2.7110097635317634,-2.986126589224917,-0.9000306912029176,-1.7794069635045955
2020-03-24,-0.7125225954448724,-0.3931012560226432,-0.5534269235660675,-1.6956706572476332,-1.9155938799378738,-4.591918148542338,2.6486877000022973,-2.9482315817474434,-0.8521790420910168,-1.7508292526567555
2020-03-25,-0.6968029388858471,-0.37937047153738795,-0.5386440734543821,-1.656236455916293,-1.81981418594098,-4.6030097382731165,2.6486877000022973,-2.9065470735222223,-0.8457877895316006,-1.7225955734883023
2020-03-26,-0.6876655413453532,-0.36119817096617246,-0.5248669531266233,-1.656236455916293,-1.7719243389425332,-4.6030097382731165,2.6486877000022973,-2.895178571278981,-0.8671894091688909,-1.7100227622028021
2020-03-27,-0.6771117083198592,-0.3591940722444589,-0.5186121404978211,-1.6496640890277363,-1.7240344919440862,-4.58082655881156,2.6175266682375646,-2.8724415667924967,-0.821487437271121,-1.6955268536451589
2020-03-28,-0.6557818563104396,-0.3395593212546951,-0.4980428998484771,-1.557650952587942,-1.452658692286221,-4.558643379350002,2.5863656364728316,-2.7473880421168335,-0.7452396396930202,-1.6227154709826552
2020-03-29,-0.6438115877999449,-0.34773821063249993,-0.4962656513261968,-1.5116443843680454,-1.3089891512908804,-4.547551789619224,2.555204604708099,-2.682966529405128,-0.7238407681767093,-1.5896160903656624
